,id,year_month,text,smishing,match_yn,match_cnt,match_word,단어,cagetory1,cagetory2,비고
228,254,17-Jan,  : (O)    .        새로 시작하기인간은 끊임없이 변화하는 과정의 연속 선상에 있습니다.  매 순간 항상 새롭다는 사실이 얼마나 신선한 감동과 생동감을 불어 놓아주는지요.  지나간 모든 것들을 뒤로한 채 다시금 새롭게 시작할 수 있는 기회가 주어지는 삶   우리 삶은 늘 새로운 백지에 새 그림을 그리는 것입니다.유시찬의  나는 지금 어디에 서 있는가   중에서날마다 똑 같은 일상의 반복같지만 어제와 같은 오늘은 없습니다. 늘 같은 그림을 그리는 게 아니라새로운 백지에 새 그림을 그리는 것입니다.  오늘도 새 백지에 새 그림을 그리는 마음으로 새로운 하루를 맞이해 봅니다.   새로운 역사가 시작되고 있습니다. 오늘도 많이 웃으세요.  미래가 더 잘 보입니다.    XXX양정 스마일  XXX 부지점장,0,0.0,0.0,,,,,
229,255,17-Jan,고객님의소중한예금XXX되십니다확인하시고내점해주세요XXX은행금천지점,0,0.0,0.0,,,,,
230,256,17-Jan,새해에도 늘 처음처럼 웃음 가득하세요-XXX신정네XXX지점 XXX올림,0,0.0,0.0,,,,,
231,257,17-Jan,설연휴 가족들과 훈훈한 정 나누세요.XXX중XXX점XXX올림.,0,0.0,0.0,,,,,
232,258,17-Jan,XXX 고객님고마움 가XXX 보냅니다.행복한 설 가족과 따뜻한 마음 나누시며 즐거운 시간 보내세요새해 복 많이 받으십시요. XXX지점장XXX은행모란역올림,0,0.0,0.0,,,,,
233,259,17-Jan,시계는살수있지만시간은살수없다 올한해후회보다는만족으로채우세요 XXX,0,0.0,0.0,,,,,
234,260,17-Jan,(광고)안녕하세요.일전 XXX소속으로 상담드렸던분들께 보내드리는 안내문자입니다.잘못된 상품을 사용중이신분들께 정확하고 정직한 상담 약속드리며 거짓통화와 허황된금리로고금리상품을 사용중이신분들이라면 꼭 읽어보시고 참고하여주시기바랍니다.생활자금이 필요하지만 믿을만한사람이 없어 고민중이신가요?저금리 상품을 찾아보고있지만 잘못된안내를 받을까 상담을 포기하고있지는 않으신가요?직장인 . 프리랜서 . 개인사업자 . 법인대표 등 본인의 재직상황 및 등급에맞춰 1금융권부터 햇살론.새희망홀씨 등 저금리상품으로최적의 상품을조회기록없이  신용도 하락없이 안전하게 확인해드리겠습니다.정확한 상담없이 고금리상품을 사용하여 비싼이자를 매달 납부하고계신가요?XXX.XXX.카드론. 현금서비스 등 부채가많아 통합이나 저금리대환을 고민하시나요?기존 부채를 상환하여 등급 및 신용도를 올리고 1금융권등 저금리 상품으로 대환받으시는건 어떠신가요.많은 분들이 진행을 하고계시고 또 상담받고계십니다.한순간의 욕XXX 고객님께 고금리상품을 유도하거나 두서없는 말로 현혹드리지않습니다.한번의 인연으로 계속해서 부채컨설팅을 해드릴수있도록 노력하고 조심하겠습니다.상담을 원하시면 상담기재하셔서 회신 혹은 전XXX드립니다.혹여 번호변경으로 당사자가 아님에도 문자수신받으신분들께 고개숙여 사과의 말씀드립니다.수신을 원치않으시면 거부기재하셔서 회신주세요. 두번다시 문자발송되지않도록 번호삭제하고 답장드리겠습니다.무료거부 XXX-XXX-XXX인증426106FW(광고)안녕하세요 일전 XXX소속,1,1.0,8.0,"무료거부, 직장인, 사업자, 프리랜서, 햇살론, 희망홀씨, 현금서비스, 카드론",,,,
235,261,17-Jan,XXX 고객님항상 저희 XXX은행을 거래해 주셔서 마음 깊이 감사를 드립니다. 고객님의 소중한 예금이 2월2일만기가 되었음을 안내해드립니다. 만기자금을 다시 저희 지점에 맡겨XXX 고객님의 자산을 성심껏 관리해 드리겠습니다. 고객님의 가정에 웃음이 가득하시길 바랍니다. 감사합니다(ㅡ)XXX은행 평촌XXX팀장,0,0.0,0.0,,,,,
236,262,17-Jan,XXX 고객님 며칠전 전화드렸던 4번창구 XXX과장 입니다따스함이 그리워지는 오늘 !      마음 따뜻하고 미소지울 수 있는 일들만 가득한 하루 되세요.XXX은행XXX점 XXX드림,0,0.0,0.0,,,,,
237,263,17-Jan,XXX 고객님안녕하십니까? XXX은행화명동지점 XXX 대리 입니다.2017년 정유년 새해가 밝았습니다.지난 한 해 동안 XXX은행 화명동지점에 보내주신 성원에 진심으로 감사 드립니다.설렘으로 시작한 2017년 소망하시는 일 모두 이XXX고객님의 가정에 늘 건강과 행복이 함께하길 기원하겠습니다.사랑하는 가족과 함께 정을 나누는 행복한 설 명절 보내시기 바랍니다.XXX은행은 고객님의 평생금융파트너로서 최선을 다하겠습니다.새해 복 많이 받으십시오!!XXX화명동 XXX 대리 올림.XXX은행화명동XXX올림,0,0.0,0.0,,,,,
238,264,17-Jan,XXX 고객님희망찬 정유년 건강과 행운을 기원 하오며 올 한해 뜻하시는 일 모두 이루시고 가족과 함께 즐거운 구정연휴 되시길 바랍니다XXX은행 서울역지점 지점장 XXX 배상XXX은행서울역XXX올림,0,0.0,0.0,,,,,
239,266,17-Jan,믿고 거래해주셔서 진심으로 감사합니다 새해복많이받으세요XXX은행신해운대,0,0.0,0.0,,,,,
240,267,17-Jan,사랑과 행복이 가득한 설날 되세요XXX은행신용두XXX올림,0,0.0,0.0,,,,,
241,268,17-Jan,XXX 고객님안녕하십니까?XXX은행 잠XXX점과반포역지점이2017년 1월 9일부터반포역지점으로통합하여 모시게 되었습니다.이번 통합을 계기로저희 직원 모두는 고객님을보다 나은 지점환경에서정성을 다해 모실것을약속드리며 앞으로도 새로운XXX은행 반포역지점에변함없는 관심과 사랑부탁드립니다.항상 건강하XXX고객님의 가정에 행복이가득하시길 기원합니다.XXX은행 반포역지점직원일동 올림,0,0.0,0.0,,,,,
242,269,17-Jan,2017년 새해가 밝았습니다  새해소망이 모두 이루어지는 그런 한해되시길 진심으로 바랍니다. 새해 첫 출발인 1월 힘차고 즐겁게 시작하시고 1년 내내 행복만 가득하시길 바랍니다... 늘 건강하시고새해 복 많이 받으십시오 XXX은행 대명동지점 VIP팀장 XXX 올림,0,0.0,0.0,,,,,
243,270,17-Jan,XXX 고객님까치 까치 설날은 어저께고요o우리 우리 설날은 오늘 이래요o어렸을때 많이 불렀던 노래인데 다 알고 계시 겠지요노래 불러 보며 잠시나마 어릴적 생각에 젖어 봅니다설 명절 연휴 동안 행복하시고 즐거움이 충만 하시길 빌겠습니다새해에도 건겅하시고 복 많이 받으세요XXX XXX은행 내손동지점 팀장 이XXX 올림(ㅡ),0,0.0,0.0,,,,,
244,271,17-Jan,정유년 새해 복 많이 받으시고 사업 번창하십시요 XXX 화곡본동 XXX부지점장 올림,0,0.0,0.0,,,,,
245,272,17-Jan,(광고)XXX처음처럼 한결같은 마음항상 같은마음으로 1XXX 고객님들 편에서 듣고 보답하겠습니다.당사 상품의 자격기준과 심사기준이 완화되어 상품에 대해 고객님들께 간단하게 상품정보를 전달드립니다.대출이 어렵다고 판단되실 때 복잡하다고 생각되실 때 신용 관리가 늦었다고 판단되실 때지금이라도 늦지 않았습니다. 한걸XXX 고객님들의 눈높이에서 도움드리겠습니다.대출이 쉬울 수 있도록 신용관리를 잘하실 수 있도록 도움이 되어드리겠습니다.신청방법:  XXX-XXX-XXX  터치하셔서 문자로 상담 또는 00시 00분 상담이라고 답장을 보내주시거나 전화를 주시면 친절하고 안전한 상담으로 도움드리겠습니다.XXX은행 상품의 특징1. 당사 거래가 없으셔도 진행가능.2. 시중은행권보다 높은 한도.3. 자체 등급으로 판단하므로 저신용자도 진행 가능.4. 부채가 많다면 부채 통합상품으로 전환 가능.5. 원리금 균등방식을 이자만 납입하는 만기일시로 전환 가능.6. 가상 조회를 통해 한도 및 금리를 한 번에 확인 가능.XXX은행 상품 안내1. 직장인 신용상품한도: 최대 1억 4000만 원까지.금리: 최저 2.97%자격: XXX은행 자체 등급과 기업 리스트에 따라 차등 적용.2. 채무통합 전환상품한도: 연봉 대비 3XXX까지.금리: 최저 2.97%자격: XXX은행 자체 등급과 기업 리스트에 따라 차등 적용.3. 새 희망 홀씨한도: 최대 2500만 원.금리: 8.68%12%자격: 연소득 4000만 원 이하 고객 대상으로 XXX 자체 등급에 따라 차등 적용.이런 분들께 권해드립니다.1. 시중은행권에서 기존한도를 모두 사용 중이신 분.2. 기대출의 원리금 균등방식으로 인해 월 납입금액이 부담스러우신 분.3. 총 부채금액은 작으나 부채건수가 많아서 관리가 안 되시는 분.4. 이제라도 대출로 인한 신용등급 관리 및 상승에 관심이 있으신 분.(광고)XXX,1,1.0,6.0,"저신용자, 홀씨한도, 직장인, 건수, 완화, 은행권",,,,
246,273,17-Jan,오늘도 춥네요추운 날씨지만 움추리기보다는어깨 쭉 펴시고 힘내세요!!!항상 응원하겠습니다              oXXX은행대덕테크종합금융센터XXX올림,0,0.0,0.0,,,,,
247,274,17-Jan,XXX 고객님안녕하세요. XXX은행 XXX지점 XXX입니다. 제가 인사이동으로 16일부터 양재역 종합금융센터에서 근무하게 되었습니다.    XXX지점에서 근무하면서 생겼던 일들을 생각하면 아련하게 추억이 될 것을 생각하니 아쉽고 서운한 마음이 가득합니다.  찾아뵙고 인사를 드려야 하나 형편상 그러지 못한 점 널리 양해부탁드립니다.  저에 대한 좋은 기억을 갖어 주시길 부탁드립니다. 항상 건강하시고 가정에 축복이 많으시길 기원합니다.,0,0.0,0.0,,,,,
248,275,17-Jan,안녕하세요.XXX은행  명륜동지점 조XXX 팀장입니다.2017 정유년 새해가 밝았습니다.댁내 건강과 행복이 가득하시길 기원합니다2017년 세법개정있어 안내드립니다.1.소득세 최고세율인상5억원초과 40% ( 신설)2.상속.증여세 신고세액공제축소3.장기XXX성 비과세 납입한도축소 (2017.2.3시행예정)-일시납:2억원--1억원-월납  :150만원이하(한도신설)3.연금계좌세액공제 공제한도조정공제한도400만원--총급여1.2억원종합소득금액1억초과 300만원4.노란우산공제 소득공제한도조정5.비사업용토지에 대한 장기보유특별공제 기산일 합리화2016.1.1--취득일6.전세보증XXX주임대료 과세제외 소형주택기준조XXX시가 3억원 이하로서 전용면적 85m--60m이하인주택7.부동산 거래 허위신고 사실 자진시고자 과태료 감면8.부동산 실거래가격 허위신고 신고포상금제도 도입9.부동산임대를 주업으로 하는 가족법인 등에 대한 손금인정제한  등개정되는 세법.꼼꼼히 챙겨서 사라지는 혜택 꼭 챙겨보세요XXX은행명륜동XXX올림,0,0.0,0.0,,,,,
249,276,17-Jan,XXX고객님!XXX은행 XXX지점 XXX대리입니다.전화수신하지 않으셔서 문자남깁니다 아까 업무처리해드리고 차분히 설명드릴사이가 없었던 것 같아서요. 아까 다시 재가입한 상품은 1.15%1년짜리 XXX수퍼정기예금은 같은 금액으로 1.55%거든요. 내방하셔서 상품을 상품을 다시 가입하시고 인터넷으로 직접 재예치하실수있게 등록하시는 편이 나으실것같아요.XXX님이랑 상의해보시고 내방해주세요감사합니다XXX은행XXX올림,0,0.0,0.0,,,,,
250,277,17-Jan,XXX 박사님 올해도 어머님 허리가 꼿꼿했으면 올해도 아들 딸 집에 좋은 일 있다는 소식 들었으면...이런 작은 소망들을 품는 행복한 명절이 되시기를 바랍니다. XXX분당XXX XXX센터장 올림,0,0.0,0.0,,,,,
251,278,17-Jan,XXX덕소지점 XXX대리 입니다.2017년 밝고 희망찬 새해가 밝았습니다.새해 새로운 기운 가득 받으시고 밝고 희망한 새해 맞으시길 바랍니다.새해에는 더욱 건강하시고 모든 소망이 이루어지는 한해가 되시길 기원합니다.웃음이 늘 함께하는 멋진 한해 되세요!                    XXX 대리 올림,0,0.0,0.0,,,,,
252,279,17-Jan,XXX 고객님고객님의소중한카드가 장기미교부되고있습니다바쁘시더라도내일까지수령XXX드립니다내점이어려우시면원하시는곳으로수령가능하오니연락주시면됩니다꼬옥좀부탁드립니다(신분증지참필수)XXX은행범물동XXX올림,0,0.0,0.0,,,,,
253,280,17-Jan,XXX 고객님안녕하세요!XXX성보 험 비과세 한도 축소소득세법 시행령25조(XXX성 보 험 보 험차익)시행예고에 따라 XXX성 보 험 비과세혜택이 2월3일부터 축소되어 안내드립니다.10년이상의 일시납 XXX성보 험은 1인당2억원에서 1억원으로 비과세한도가 축소되고금액제한없이 비과세 혜택을 받던 5년납이상 월적립식은 1인당 월150만원으로 혜택이 축소됩니다.참고하시기바랍니다좋은하루되십니요XXX은행모라XXX올림,0,0.0,0.0,,,,,
254,281,17-Jan,2017년 정유년 새해 복 많이 받으세요(ㅡ)오랜만에 함께하는 가족 친지들과 새해 첫 마음 따뜻한 정을 많이 나누시고 함께 하시기를 바랍니다. 멀리 고향으로 가시는 분들은 안전하게 다녀오시고 행복한 설을 맞아 온 집안이 두루 평안하시길 기원하며 웃음과 기쁨이 넘치는 설 보내시길 바랍니다..XXX중부지점 VIP라운지 XXX XXX올림,0,0.0,0.0,,,,,
255,282,17-Jan,탄생의 순간처럼 축복 가득한 생일보내시고건강하셔요XXX은행마린XXX계장올림,0,0.0,0.0,,,,,
256,285,17-Jan,리브어플다운후 환전하실경우 환율우대90%까지우대해드립니다XXX목동XXX올림,0,0.0,0.0,,,,,
257,286,17-Jan,고객님 연일 찬 날씨에 감기조심하십시오. XXX은행장기동XXX올림,0,0.0,0.0,,,,,
258,288,17-Jan,XXX은행 서대문지점 XXX입니다.고객님의 변호사 관련대출 2건이 2월 4일과 2월 6일이 만기도래합니다.근로자이시면 재직서류 근로자원천징수영수증 준비하시고 사업자이시면 사업자등록증명원 소득금액증명원 준비해서 가까운 지점에서 대출기한연장 신청하여 주시기 바랍니다.설 명절 잘 보내세요.,0,1.0,1.0,사업자,,,,
259,289,17-Jan,XXX은행 XXX XXX입니다.새해복 많이 받으시고 건강하세요,0,0.0,0.0,,,,,
260,290,17-Jan,안녕하세요?바XXX안녕하세요?바XXX에 지장드릴까봐 문자로 연락드립니다.XXX XXX에서 조회및실행업무를 맡고있는 담당입니다.현재 다른은행상품을 보유중추가자금필요타은행에서 한도발생되지 않으면XXX은행상품을 이용해 주시길 바람니다. 취급상품직장인신용상품아파트보유시무직 소득무관 아파트론(신용)가능(만65세까지)정부새희망(햇살론)저신용고객 년봉4천만원 이하가능(4대보험3개월XXX무)  최저 연3.37%  1억4천만최대 월급여의 21배담보성채무는 부채없는걸로 변경주택담보전세담보지급보증대출(XXX)등 추가필요시 - 타행에서 더이상 추가가 안되실때 XXX은행과 현재 거래가 없어도 가능합니다. 만기일시상환상품- 매월내는 원리금부담이 되실때 (이자만결재) 부채가 많아서 추가가  안되신다면 부채를 가능한도내에서 타행통합해 드립니다.(부채비율200% 내외담보무관) 지점으로 직접 안가셔도 간단한 상담을 통해 가능금액을 확인할수 있으며 신청시 저희은행방문이나계신곳으로 찾아뵙는 방문시스템도 운영중입니다.안심하시고 가능한도와 이율을 미리 확인해보세요신청방법전화를 주시거나 상담 문자주시면 친절하게 상담해드리겠습니다.잘못된 수신을 받으셨거나 수신을 원하지 않으실경우 거부 문자 부탁드립니다감사합니다안녕하세요?바XXX,1,1.0,3.0,"직장인, 햇살론, 추가자금",,,,
261,293,17-Jan,XXX 고객님고마움 가XXX 보냅니다.행복한 설 가족과 따뜻한 마음 나누시며 즐거운 시간 보내세요새해 복 많이 받으십시요. XXX지점장XXX은행XXX올림,0,0.0,0.0,,,,,
262,294,17-Jan,하남힐즈110일2차중도금보증료157220원입금부탁드립니다XXX은행하남풍산지점,0,0.0,0.0,,,,,
263,295,17-Jan,XXX 고객님지나간 것은 지나간 대로그런 의미가 있겠죠!새롭게 시작하는 날좋은 일들로만 가득하길응원합니다.2017년 멋진 정유년을맞이 하시길 바랍니다.         2017년 1월 2일XXX은행 김XXX지점장                 XXX 올림,0,0.0,0.0,,,,,
264,296,17-Jan,XXX 고객님!새해에는 웃는 일 가득하고 가정의 화목과 건강이 함께하길소망합니다.정겨운 설 명절사랑하는 가족과 함께 따뜻한 정 나누시며 마음으로 여유로운 연휴 보내시길 바랍니다.아울러 행운이 가득한 2월의 새로운 XXX 고객님과 함께 하기를 기원드립니다XXX 안XXX점장 XXX 드림,0,0.0,0.0,,,,,
265,297,17-Jan,XXX 고객님 갑자기 추워진 날씨로마음마져 얼지 않도록따뜻한 마음 함께 나누는행복한 주말 되세요XXX충무로역전담직원 XXX 올림,0,0.0,0.0,,,,,
266,299,17-Jan,(광고)XXX 고객님2017년 1월 소상공인자금 이용안내지원대상: 소상공인(상시종업원 5인미만 사업자 제조업운송업건설업광업의 경우 10인 미만 사업자)대출한도: 5천만원 이내(소상공인 기지원금액 포함)XXX담금리: 2%대신청전 XXX은행 XXX웰XXX지점에 문의 바랍니다담당: XXX계장        XXX 부지점장XXX-XXX-XXX   XXX-XXX-XXX은XXX지웰XXX올림XXX-XXX-XXX무료수신거부XXX-XXX-XXX,0,1.0,1.0,사업자,,,,
267,300,17-Jan,안녕하십니까 XXX은행 가산디지털입니다.대출관련 신청서류1. 신분증2. 주민등록등본(주소변동5년치)3. 가족관계증명서4. 인감증명서(도장지참)5. 전입세대열람내역6. 전세계약서7. 재직증명서8. 근로소득서류9. 자격득실확인서서류 준비 후 내점 부탁드립니다.,0,0.0,0.0,,,,,
268,301,17-Jan,날씨가 많이추워요옷은두껍게마음은 따뜻하게 보내세요XXX신길동XXX올림,0,0.0,0.0,,,,,
269,302,17-Jan,(광고)한국citi bank나의 대출한도와 금리는?대출때문에 고민하고 있다거나 높은이자에 허덕이고 있다면 2분만 시간을 내어 이문자에 집중할 시간입니다.여러분의 악성대출을 상환할 수 있도록 도와드릴것을 약속드립니다.1. 대출의 50%이상이 2금융권이신분들2. 월급의 절반정도를 카드값으로 빠지시는분들3. 부채의 대부분이 원리금 균등방식으로 상환하는분들4. 등급이 낮아 은행권대출이 안된다고 판단하시는분들()내용을 읽어보시고한건이라도 해당이되신다면 꼭 상담이 필요하다고 생각듭니다. 저희가 모든 수단과 방법을 동원해 금리를 1%라도 낮춰드리고 금융에 관한 꿀팁을 알려드리겠습니다.한국citi bank 직장인 상품금리연2.82%(CD금리변동)직장인기준(공무원외감업체대기업 우대)한도1억4천만원까지일반업체개인사업장 근로자도 진행가능신용도와 상관없이  자체등급으로 판단신청방법문자로 상담 이라고 답장을 주시거나 전화를 주시면 정직하고 친절히 상담으로 도움드릴께요신용 상담을 위한 신용조회는 등급에 영향을 미치지 않습니다.카카오톡 신청방법ID:citibank2 아이디검색후 친구추가후 상담이라는 카톡을 남겨주세요 빠르게 답변드리겠습니다.부채통합대출 상품자격조건:사대보험가능한 직장인 and 재직 1년이상(1년미만도  직군과 등급에 따라 가능할 수 있습니다한도:연봉대비300%까지금리:최저 3%(등급 차등적용)부채통합대출의 장점a)월 최대 85%정도 이자 절감(월100만원 이상)b)신용등급 상승 최대 13등급까지 상향c)연봉대비(DTI) 280%까지(직군소득별 차등적용)d)건수를 최소화 시켜 관리가 용이하게!!e)추가 자금까지 저금리로 확보하게 해드립니다.신청방법문자로 상담 이라고 답장을 주시거나 전화를 주시면 정직하고 친절히 상담으로 도움드릴께요신용상담을 위한 신용조회는 등급에 영향을 미치지 않습니다.(햇)(살)(론)새희망안내최대 3000만원연 20%이상의 악성부채를 6개월 이상사용중인분연 10%대의 낮은금리로 진행금융에 대한 기본적인 지식과 상식을 알아야 건전한 재무상태를 만들 수 있습니다.수신을 희망하지 않으시면 거부라는 답장 또는 하단부에 수신거부번호로 연락주시면 바로 조치하도록 하겠습니다무료수신거부 XXX-XXX-XXX,1,1.0,8.0,"차등적용, 기본, 직장인, 상관없이, 악성부채, 건수, 연봉대비, 은행권",,,,
270,303,17-Jan,한해동안 보내주신 따뜻한 마음에 진심으로 감사드립니다. 새해에도 항상 건강하시고 행복하시기를 기원합니다.전담직원(ㅡ)XXX은행강동구청역XXX올림,0,0.0,0.0,,,,,
271,304,17-Jan,XXX 고객님26일 오후 3시에예약되셨습니다.꼭 오세요XXX XXX 팀장,0,0.0,0.0,,,,,
272,305,17-Jan,(광고)XXX따뜻한 마음 XXX쌀쌀해진 날씨만큼 얼어붙은 경XXX 고객님들의 마음을 녹일 수 있는 XXX.상품에 대해 간단하게 상품정보를 전달드립니다.이런 분들께 권해드립니다.1. 시중은행권에서 기존한도를 모두 사용 중이신 분.2. 기대출의 원리금 균등방식으로 인해 월 불입금액이 부담스러우신 분.3. 총 채무금액은 작으나 채무건수가 많아서 관리가 안 되시는 분.똑똑한 신용 관리 어렵지 않습니다. 본인의 신용은 스스로 직접 관리해야 하는 시대입니다. 최소한의 지식과 상식은 알고 계셔야 금전적인 손해 보는 일이 없습니다.수신을 희망하지 않으실 경우에는 거부 라는 답장을 주시면 KISA 수신거부 목록에 등록을 시켜 두번 다시 발송되지 않도록 조치를 취해드리겠습니다.신청방법:  XXX-XXX-XXX  터치하셔서 문자로 상담 또는 00시 00분 상담이라고 답장을 보내주시거나 전화를 주시면 친절하고 안전한 상담으로 도움드리겠습니다.카카오톡 상담서비스 시행중 citibankloan친구추가 후 상담신청당행상품의 특징1. 당행 거래가 없으셔도 진행가능.2. 시중은행권보다 높은 한도.3. 자체 등급으로 판단하므로 낮은신용자도 진행가능.4. 부채가 많다면 부채 통합상품으로 전환가능.5. 원리금 균등방식을 이자만 납입하는 만기일시로 전환가능.6. 가상 조회를 통해 한도 및 금리를 한 번에 확인가능.당행상품의 조건안내1. 직장인전용 신용상품한도: 최대 1억 4000만 원까지.금리: 최저 2.97%자격: XXX은행 자체 등급과 기업 리스트에 따라 차등적용.2. 채무통합 전환상품한도: 연봉 대비 300%까지.금리: 최저 2.97%자격: XXX은행 자체 등급과 기업 리스트에 따라 차등적용.3. 새 희망 홀씨한도: 최대 2500만 원.금리: 8.68%12%자격: 연봉 4000만 원 이하 고객 대상으로 XXX 자체 등급(광고)XXX,1,1.0,6.0,"차등적용, 홀씨한도, 금전적, 직장인, 건수, 은행권",,,,
273,306,17-Jan,XXX 고객님새해에는 행운과 평안이 가득하기를 기원드리며 언제나 웃음나고 즐거운 한 해 보내셨으면 합니다.XXX은행 중앙XXX점VIP라운지 팀장 XXX 올림,0,0.0,0.0,,,,,
274,307,17-Jan,행복하고멋진설연휴되셔요언제나감사드립니다XXX중XXX점 XXX올림,0,0.0,0.0,,,,,
275,308,17-Jan,XXX 고객님2017년 새해 복 많이 받으세요가입하신 채권혼합형펀드가 너무 부진한상태에서 작년말수익률보다 새해에 조금 실적이 올라 메세지한번 보내드립니다.시간나실적에 앞으로의 전망이나 상품관리에대해 상담받으시러 한번 나와주시면 감사하겠습니다.내점이 어려우신 분은 4시이후로 전화해주셔도 됩니다.기대많큼 수익률에 진척이 없어 정말 속상하신거 잘 압니다.꼭 한번 얼굴뵈러 나오세요,0,0.0,0.0,,,,,
276,309,17-Jan,(광고)한국citi bank나의 대출한도와 금리는?대출때문에 고민하고 있다거나 높은이자에 허덕이고 있다면 2분만 시간을 내어 이문자에 집중할 시간입니다.여러분의 악성대출을 상환할 수 있도록 도와드릴것을 약속드립니다.1. 대출의 50%이상이 2금융권이신분들2. 월급의 절반정도를 카드값으로 빠지시는분들3. 부채의 대부분이 원리금 균등방식으로 상환하는분들4. 등급이 낮아 은행권대출이 안된다고 판단하시는분들()내용을 읽어보시고한건이라도 해당이되신다면 꼭 상담이 필요하다고 생각듭니다. 저희가 모든 수단과 방법을 동원해 금리를 1%라도 낮춰드리고 금융에 관한 꿀팁을 알려드리겠습니다.  한국citi bank 직장인 상품금리연2.82%(CD금리변동)직장인기준(공무원외감업체대기업 우대)한도1억4천만원까지 일반업체개인사업장 근로자도 진행가능신용도와 상관없이  자체등급으로 판단  신청방법문자로 상담 이라고 답장을 주시거나 전화를 주시면 정직하고 친절히 상담으로 도움드릴께요신용 상담을 위한 신용조회는 등급에 영향을 미치지 않습니다.  카카오톡 신청방법ID:citibank6 아이디검색후 친구추가후 상담이라는 카톡을 남겨주세요 빠르게 답변드리겠습니다.  부채통합대출 상품자격조건:사대보험가능한 직장인 and 재직 1년이상(1년미만도  직군과 등급에 따라 가능할 수 있습니다한도:연봉대비300%까지 금리:최저 3%(등급 차등적용)  부채통합대출의 장점a)월 최대 85%정도 이자 절감(월100만원 이상)b)신용등급 상승 최대 13등급까지 상향c)연봉대비(DTI) 280%까지(직군소득별 차등적용)d)건수를 최소화 시켜 관리가 용이하게!!e)추가 자금까지 저금리로 확보하게 해드립니다. 신청방법문자로 상담 이라고 답장을 주시거나 전화를 주시면 정직하고 친절히 상담으로 도움드릴께요신용상담을 위한 신용조회는 등급FWXXX,1,1.0,6.0,"차등적용, 직장인, 상관없이, 건수, 연봉대비, 은행권",,,,
277,310,17-Jan,오늘도 춥네요.. 밖은 눈이 오고 있습니다.. 감기 조심 하세요XXX노량진XXX,0,0.0,0.0,,,,,
278,311,17-Jan,(광고)XXX 고객님새해 복 많이 받으세요2017년 세법 개정으로 인해 장기XXX성 계좌에 대한 비과세 한도가 축소되어 안내드립니다. 1. 일시납 및 5년납 미만계약    2017년 1월까지는 2억원.    2017년 2월부터는 1억원.2. 5년납 이상계약    2017년 1월까지는 금액무제한    2017년 2월 월150만원까지.세법 개정전에 일부라도 미리비과세 계좌 준비해보시길 제안드립니다. 고객님과 무럭무럭 자라나는XXX대천지점 XXX대리올리.XXX은행대천XXX올림XXX-XXX-XXX무료수신거부XXX-XXX-XXX,0,0.0,0.0,,,,,
279,312,17-Jan,2017년 새해를 맞이하여 행운과 평안이 가득하기를 기원합니다. 금번 테헤란로지점에 새로 부임한 기XXX 팀장 XXX 팀원 XXX 인사드리겠습니다.XXX은행테헤란로XXX올림,0,0.0,0.0,,,,,
280,313,17-Jan,안녕하세요!XXX은행 잠실롯데 XXX센터XXX 대리입니다.행복하고 설레이는 정유년 설날이 다가왔습니다.올 한해 붉은닭의 기운으로 건강하시길 바라며무슨일이든  척척 잘 해결되는 정유년 한해되셨음 합니다.한번 더새해 복 많이 받으시고건강하십시오,0,0.0,0.0,,,,,
281,314,17-Jan,(광고)XXX 차장 XXX-XXX-XXXVbCrLf (광고)XXX 차장  XXX-XXX-XXX금융상품 안내 광고 문자입니다.   매우 바쁘신줄은 알지만 3분만 시간을 내주셔서 저의 글을 끝까지   읽어 주시면 분명히 조금이나마 도움이 되실 거라 판단되어 감히 글을 남깁니다.   안녕하세요!! 일전에 XXX 상담을 해드렸던 XXX 입니다.   이런 연락들을 하루에도 몇 번씩 받으실텐데 저까지 거들게 되어 우선 깊은 사과의 말씀부터 드리겠습니다.   다름이 아니오라 이번에 제가 은행대출전문 컨설팅회사로 이직을 했습니다.   아무래도 제1금융권 이XXX 고객님께서 더욱더 잘 알고 계시겠지만   금리가 최저 4% 저렴하게 나가고 있습니다. 타XXXXXX소비자(대부)금융등 금리가 많이 비싸시죠.  아마 불입금액이 많이 부담되실것 같아서 연락을 드렸었는데   일반전화로 전화를 드리면 바쁘셔서 그러신지 통화가 잘 안되시던데   제 전화번호 저장 좀 해주시구요. 이름도 좀 기억해 주시면 감사하겠습니다.   추후 저렴한 대환추가모든부채통합햇살론XXX드림론등등(정부지원자금)   궁금사항 있으시면 언제든지 연락을 주시면 성심 성의껏 상담해 드리겠습니다.   참고로 은행이?,1,1.0,3.0,"정부지원, 햇살론, 이직",,,,
282,315,17-Jan,XXX 고객님XXX은행 XXX지점 XXX계장입니다.항상 저희 XXX지점을 이용해주셔서 감사합니다.XXX은행에서 손쉽게 이체를 할 수있고환율 우대를 최대90%까지 하실 수 있는 어플에 대해 소개시켜 드리고자 안내드립니다.스마트폰 어플 -플레이스토어-앱스토리-리브 또는LIIV어플을 다운로드 후 회원가입하시면 30만원 이하의 금액은 공인인증서 없이도 보낼수 있습니다.등록시 XXX지점 직원추천 XXX을 꼬옥 입력 부탁드립니다.문의사항 있으시면 연락주시기 바랍니다.날씨가 많이 추워졌습니다.감기조심하세요XXX은행XXX올림,0,0.0,0.0,,,,,
